# binIdx ctxIdx symbol range offset
1063 85 0 270 24
1064 5 1 262 24
1065 6 0 508 48
1066 7 0 499 48
1067 9 0 490 48
1068 10 0 481 48
1069 64 0 472 48
1070 60 0 463 48
1071 85 0 454 48
1072 5 1 443 48
1073 6 0 433 48
1074 7 0 425 48
1075 9 0 417 48
1076 10 0 409 48
1077 64 0 401 48
1078 60 0 393 48
1079 85 0 385 48
1080 5 1 376 48
1081 6 0 367 48
1082 7 0 360 48
1083 9 0 353 48
1084 10 0 346 48
1085 64 0 339 48
1086 60 0 332 48
1087 85 0 325 48
1088 5 1 316 48
1089 6 0 308 48
1090 7 0 302 48
1091 9 0 296 48
1092 10 0 290 48
1093 64 0 284 48
1094 60 0 278 48
1095 85 0 272 48
1096 5 1 264 48
1097 6 0 256 48
1098 7 0 500 96
1099 9 0 491 96
1100 10 0 482 96
1101 64 0 473 96
1102 60 0 464 96
1103 85 0 455 96
1104 5 1 444 96
1105 6 0 434 96
1106 7 0 426 96
1107 9 0 418 96
1108 10 0 410 96
1109 64 0 402 96
1110 60 0 394 96
1111 85 0 386 96
1112 5 1 376 96
1113 6 0 367 96
1114 7 0 360 96
1115 9 0 353 96
1116 10 0 346 96
1117 64 0 339 96
1118 60 0 332 96
1119 85 0 325 96
1120 5 1 316 96
1121 6 0 308 96
1122 7 0 302 96
1123 9 0 296 96
1124 10 0 290 96
1125 64 0 284 96
1126 60 0 278 96
1127 85 0 272 96
1128 5 1 264 96
1129 6 0 256 96
1130 7 0 500 193
1131 9 0 491 193
1132 10 0 482 193
1133 64 0 473 193
1134 60 0 464 193
1135 85 0 455 193
1136 5 1 444 193
1137 6 0 434 193
1138 7 0 426 193
1139 9 0 418 193
1140 10 0 410 193
1141 64 0 402 193
1142 60 0 394 193
1143 85 0 386 193
1144 4 1 307 193
1145 6 0 299 193
1146 7 0 293 193
1147 9 0 287 193
1148 10 0 281 193
1149 64 0 275 193
1150 60 0 269 193
1151 86 0 308 5
1152 5 1 300 5
1153 6 0 292 5
1154 7 0 286 5
1155 9 0 280 5
1156 10 0 274 5
1157 64 0 268 5
1158 60 0 262 5
1159 85 0 256 5
1160 5 1 499 11
1161 6 0 488 11
1162 7 0 479 11
1163 9 0 470 11
1164 10 0 461 11
1165 64 0 452 11
1166 60 0 443 11
1167 85 0 435 11
1168 5 1 425 11
1169 6 0 415 11
1170 7 0 407 11
1171 9 0 399 11
